Character Name,Account Handle,Level,Class,Guild Rank,Contribution Total,Join Date,Rank Change Date,Last Active Date,Status,Public Comment,Public Comment Last Edit Date,Officer Comment,Officer Comment Author,Officer Comment Last Edit Date
Anahita,@kvetchus_,70,Great Weapon Fighter,Guild Leader,0,5/25/2016 3:42:23 PM,5/25/2016 3:42:40 PM,5/28/2016 6:58:34 AM,"","",
Shae,@kvet2,18,Control Wizard,Guild Leader,0,2/26/2016 9:44:22 AM,,5/25/2016 3:43:29 PM,"","",
Mikal,@parsons019812,15,Trickster Rogue,Guild Leader,0,2/26/2016 9:41:59 AM,,2/26/2016 9:42:40 AM,"","",
Loyalar,@parson91822,15,Trickster Rogue,Guild Leader,0,2/26/2016 9:41:59 AM,,2/26/2016 9:42:46 AM,"","",
Poncho,@kvet2,22,Trickster Rogue,Guild Leader,0,2/26/2016 9:41:58 AM,,2/26/2016 9:42:32 AM,"","",
Kat,@parson82375,15,Trickster Rogue,Guild Leader,0,2/26/2016 9:41:59 AM,,2/26/2016 9:43:55 AM,"","",
